n_seeds,n_components,n_items,diff,nonadditivity_ratio,nonadditivity_formula,seeds,boot_seed,n_boot,aggregate,excludes_0.014,equivalent_0.014,crossed_ci_lo,crossed_ci_hi,crossed_se,crossed_halfwidth,crossed_n_used,crossed_n_skipped,crossed_ci_hi_mc_lo,crossed_ci_hi_mc_hi,crossed_p_above_0,crossed_p_above_0.014,crossed_p_below_neg_0.014,crossed_p_above_0.014_mc2se,component_only_ci_lo,component_only_ci_hi,component_only_se,component_only_halfwidth,component_only_n_used,component_only_n_skipped,component_only_ci_hi_mc_lo,component_only_ci_hi_mc_hi,component_only_p_above_0,component_only_p_above_0.014,component_only_p_below_neg_0.014,component_only_p_above_0.014_mc2se,seed_only_ci_lo,seed_only_ci_hi,seed_only_se,seed_only_halfwidth,seed_only_n_used,seed_only_n_skipped,seed_only_ci_hi_mc_lo,seed_only_ci_hi_mc_hi,seed_only_p_above_0,seed_only_p_above_0.014,seed_only_p_below_neg_0.014,seed_only_p_above_0.014_mc2se
5,29,150,-0.0092,1.7439,var(crossed) / (var(component_only) + var(seed_only)),0;1;2;3;4,4,4000,video,False,False,-0.0369,0.0182,0.013334,0.02754,4000,0,0.01677,0.01964,0.21625,0.04325,0.34225,0.00643,-0.0224,0.0036,0.006657,0.01299,4000,0,0.00327,0.00406,0.08475,0.0,0.225,0.0,-0.0257,0.0041,0.007592,0.01486,4000,0,0.00339,0.005,0.11425,0.0,0.258,0.0
