n_seeds,n_components,n_items,diff,nonadditivity_ratio,nonadditivity_formula,seeds,boot_seed,unit,n_boot,aggregate,excludes_0.014,equivalent_0.014,crossed_ci_lo,crossed_ci_hi,crossed_se,crossed_halfwidth,crossed_n_used,crossed_n_skipped,crossed_ci_hi_mc_lo,crossed_ci_hi_mc_hi,crossed_p_above_0,crossed_p_above_0.014,crossed_p_below_neg_0.014,crossed_p_above_0.014_mc2se,component_only_ci_lo,component_only_ci_hi,component_only_se,component_only_halfwidth,component_only_n_used,component_only_n_skipped,component_only_ci_hi_mc_lo,component_only_ci_hi_mc_hi,component_only_p_above_0,component_only_p_above_0.014,component_only_p_below_neg_0.014,component_only_p_above_0.014_mc2se,seed_only_ci_lo,seed_only_ci_hi,seed_only_se,seed_only_halfwidth,seed_only_n_used,seed_only_n_skipped,seed_only_ci_hi_mc_lo,seed_only_ci_hi_mc_hi,seed_only_p_above_0,seed_only_p_above_0.014,seed_only_p_below_neg_0.014,seed_only_p_above_0.014_mc2se
5,30,150,-0.0092,1.7311,var(crossed) / (var(component_only) + var(seed_only)),0;1;2;3;4,0,target,50000,video,False,False,-0.0361,0.0182,0.013413,0.02711,50000,0,0.01778,0.01856,0.22954,0.04422,0.33972,0.00184,-0.0227,0.0039,0.006771,0.01333,50000,0,0.00378,0.00417,0.08608,0.00024,0.23096,0.00014,-0.0257,0.0041,0.007621,0.01486,50000,0,0.00406,0.00494,0.1149,0.0,0.25562,0.0
