n_seeds,n_components,n_items,diff,nonadditivity_ratio,nonadditivity_formula,seeds,boot_seed,n_boot,aggregate,excludes_0.014,equivalent_0.014,crossed_ci_lo,crossed_ci_hi,crossed_se,crossed_halfwidth,crossed_n_used,crossed_n_skipped,crossed_ci_hi_mc_lo,crossed_ci_hi_mc_hi,crossed_p_above_0,crossed_p_above_0.014,crossed_p_below_neg_0.014,crossed_p_above_0.014_mc2se,component_only_ci_lo,component_only_ci_hi,component_only_se,component_only_halfwidth,component_only_n_used,component_only_n_skipped,component_only_ci_hi_mc_lo,component_only_ci_hi_mc_hi,component_only_p_above_0,component_only_p_above_0.014,component_only_p_below_neg_0.014,component_only_p_above_0.014_mc2se,seed_only_ci_lo,seed_only_ci_hi,seed_only_se,seed_only_halfwidth,seed_only_n_used,seed_only_n_skipped,seed_only_ci_hi_mc_lo,seed_only_ci_hi_mc_hi,seed_only_p_above_0,seed_only_p_above_0.014,seed_only_p_below_neg_0.014,seed_only_p_above_0.014_mc2se
5,29,3000,-0.0059,1.6792,var(crossed) / (var(component_only) + var(seed_only)),0;1;2;3;4,4,4000,frame,False,False,-0.0268,0.0151,0.010404,0.02095,4000,0,0.01395,0.01626,0.26675,0.02925,0.2075,0.00533,-0.0169,0.0048,0.00554,0.01088,4000,0,0.00449,0.00548,0.14875,0.0,0.06625,0.0,-0.0166,0.0063,0.005811,0.01145,4000,0,0.00527,0.00636,0.15025,0.0,0.08675,0.0
